arm,engine_rank,minute,attributed_pct,resident_chat,share_chat_pct,resident_deepresearch,share_deepresearch_pct,resident_swe,share_swe_pct,resident_total,unit,run
Llumnix,1,0.0,100.0,23.28578627904256,91.53444186682728,1.7275241533915202,6.790750258430089,0.4260605891545613,1.6748078747426303,25.439371021588645,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,1.0,100.0,22.59970793326696,83.04080001825278,2.947097170352936,10.82887033231935,1.668380598227183,6.1303296494278605,27.21518570184708,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,2.0,100.0,21.93625481923421,87.43791085122473,2.856906847159068,11.387630581001277,0.2946459054946899,1.1744585677739894,25.087807571887968,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,3.0,100.0,26.99746865828832,89.71813940971273,2.036543528238932,6.767852886251787,1.0574150721232096,3.51400770403548,30.091427258650462,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,4.0,100.0,65.72782948414485,90.5436413948116,4.999833806355794,6.887541590058713,1.8647666931152345,2.568817015129694,72.59242998361587,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,5.0,100.0,191.1569958170255,88.84281468744219,20.282402269045512,9.42652241683993,3.7237487475077313,1.7306628957178816,215.16314683357874,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,6.0,100.0,257.3090054512024,87.62783872818653,25.967445405324305,8.843340380452718,10.36197408437729,3.528820891360755,293.638424940904,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,7.0,100.0,280.20984238386154,87.56252050803197,32.305093673865,10.094989538078465,7.496229402224222,2.3424899538895527,320.0111654599508,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,8.0,100.0,318.5936107516289,87.47946768334788,36.164745636781056,9.930119721313682,9.434086922804514,2.590412595338442,364.19244331121445,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,9.0,100.0,314.597156337897,87.32274480019922,34.592613116900125,9.601872955058278,11.079662132263184,3.0753822447425008,360.2694315870603,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,10.0,100.0,121.49562247991562,86.78202671541118,15.120826069513956,10.80052025858436,3.384456106026968,2.4174530260044707,140.00090465545654,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,11.0,100.0,60.56796672741572,84.99673690254026,7.778499027093251,10.915787189587896,2.9127012848854066,4.0874759078718546,71.25916703939437,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,12.0,100.0,92.78690454959867,88.19763403990832,10.432258689403534,9.916275777966408,1.984230887889862,1.8860901821252678,105.20339412689208,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,13.0,100.0,50.69054704507192,85.58637998698985,6.250765291849772,10.553848886303394,2.2860402544339498,3.8597711267067543,59.22735259135565,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,14.0,100.0,35.9593356569608,90.71389728791392,2.1994322220484417,5.5484637031665756,1.481614391009013,3.7376390089195035,39.64038227001826,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,15.0,100.0,53.37874898513158,33.54596494987284,56.10281134446462,35.25790654020325,49.63966055313746,31.196128509923902,159.12122088273367,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,16.0,100.0,11.507770176728569,5.796409047718302,128.48568847576777,64.71762954471643,58.53928950230281,29.48596140756526,198.53274815479915,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,17.0,100.0,0.2409538030624389,0.12753158063965353,173.05175582965214,91.59251139814539,15.643867373466492,8.279957021214956,188.93657700618107,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,18.0,100.0,0.0,0.0,148.82330789168677,74.60092160643323,50.66927837530772,25.399078393566757,199.4925862669945,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,19.0,100.0,0.0,0.0,200.1469932516416,98.3964774177246,3.261704401175181,1.6035225822753865,203.40869765281678,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,20.0,100.0,0.0,0.0,217.52497868537904,99.08894194547838,2.0,0.911058054521613,219.52497868537904,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,21.0,100.0,0.0,0.0,235.4067390680313,99.79341495426648,0.4873218536376953,0.20658504573352335,235.894060921669,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,22.0,100.0,0.0,0.0,224.23251837889356,100.0,0.0,0.0,224.23251837889356,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,23.0,100.0,0.0,0.0,218.9049143433571,100.0,0.0,0.0,218.9049143433571,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,24.0,100.0,0.0,0.0,207.55009568532307,99.83050346758222,0.3523874998092651,0.16949653241778367,207.90248318513233,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,25.0,100.0,0.0,0.0,201.46578552325568,99.29949139841098,1.4212410728136695,0.7005086015890205,202.88702659606935,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,26.0,100.0,0.0,0.0,207.48710966507596,100.0,0.0,0.0,207.48710966507596,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,27.0,100.0,0.0,0.0,203.31664818525317,100.0,0.0,0.0,203.31664818525317,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,28.0,100.0,0.0,0.0,170.6761056224505,86.53032477025377,26.56816229820252,13.469675229746246,197.24426792065302,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,29.0,100.0,0.0,0.0,74.20607174634934,39.27986709103023,114.71022874514262,60.72013290896977,188.91630049149194,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,30.0,100.0,155.29012447595596,60.73850056172903,50.14415719906489,19.61284357573172,50.235718472798666,19.648655862539258,255.6700001478195,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,31.0,100.0,151.01356505155564,64.55404381930188,70.1455510298411,29.985246513209127,12.774431868394217,5.4607096674889855,233.93354794979098,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,32.0,100.0,90.78885929584504,62.36756828813518,43.59636296431224,29.948599039348277,11.185403287410736,7.6838326725165365,145.57062554756803,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,33.0,100.0,87.25976965824763,62.48675907418453,40.29558718204498,28.855687539157422,12.08985912402471,8.657553386658055,139.64521596431732,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,34.0,100.0,159.95081878503163,60.52438240606691,76.00863205591837,28.76118764291657,28.31556102434794,10.714429951016518,264.2750118652979,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,35.0,100.0,115.8677233139674,47.40512898461745,107.6603546142578,44.047236374785314,20.89214789072673,8.547634640597238,244.42022581895193,mean concurrently resident requests in a 60 s window,exp109r1
Llumnix,1,36.0,100.0,176.726680680116,59.56425652747002,78.83682976563772,26.571297179924187,41.13570311466853,13.864446292605804,296.6992135604222,mean concurrently resident requests in a 60 s window,exp109r1
