series,minute,value,n_requests,run,engine_port,gauge_smoothing_s,itl_smoothing_s,attainment_window_s
kv_cache_usage_pct,34.0040,36.3554,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.0206,37.6493,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.0373,39.7179,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.0540,38.3391,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.0706,38.5511,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.0873,39.2446,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1040,38.2319,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1206,36.9455,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1373,37.7643,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1540,40.3928,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1706,39.3735,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.1873,39.1022,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2040,39.0264,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2206,40.7704,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2373,40.7689,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2540,40.1415,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2706,40.4190,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.2873,42.1816,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3040,42.8810,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3206,44.0134,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3373,44.1099,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3540,44.6511,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3706,45.0069,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.3873,43.8623,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4040,45.4142,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4206,45.2570,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4373,43.8922,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4540,45.4876,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4706,46.0527,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.4873,49.0286,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5040,48.7044,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5206,50.2827,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5373,51.4518,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5540,49.1120,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5706,49.8849,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.5873,48.4487,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6040,47.8852,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6206,48.3721,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6373,48.4464,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6540,48.6411,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6706,48.1939,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.6873,47.6939,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7040,48.2526,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7206,50.4198,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7373,51.1022,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7540,51.6718,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7706,53.9324,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.7873,53.5104,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8040,51.6358,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8206,52.8456,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8373,55.8136,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8540,57.6727,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8706,57.3847,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.8873,58.0347,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9040,59.4062,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9206,59.4411,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9373,59.5537,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9540,61.4131,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9706,62.3808,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,34.9873,63.9846,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0040,64.8222,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0206,66.9447,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0373,68.8503,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0540,69.6826,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0706,70.0358,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.0873,71.8621,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.1040,73.2854,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.1206,73.6334,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.1373,73.6072,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.1540,75.5081,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
kv_cache_usage_pct,35.1706,76.7853,,260831_2346_exp109r1_slot75_shift,8002,1,3,15.0000
